Jet-01,J-01,1,300,400.0
Jet-02,J-02,2,300,400.0
Jet-03,J-03,2,300,400.0
Jet-04,J-04,4,300,400.0
Jet-07,J-07,6,300,383.34
Jet-08,J-08,8,300,390.0
Jet-09,J-09,8,300,390.0
Jet-10,J-10,8,300,390.0
